packet_length,timestamp,has_ip,has_tcp,has_udp,has_icmp,has_modbus,ip_version,ip_header_length,ip_tos,ip_total_length,ip_identification,ip_flags,ip_fragment_offset,ip_ttl,ip_protocol,ip_checksum,src_ip_int,dst_ip_int,src_ip_private,dst_ip_private,src_ip_multicast,dst_ip_multicast,tcp_src_port,tcp_dst_port,tcp_sequence,tcp_acknowledgment,tcp_header_length,tcp_flags,tcp_window_size,tcp_checksum,tcp_urgent_pointer,tcp_flag_fin,tcp_flag_syn,tcp_flag_rst,tcp_flag_psh,tcp_flag_ack,tcp_flag_urg,tcp_flag_ece,tcp_flag_cwr,tcp_payload_size,udp_src_port,udp_dst_port,udp_length,udp_checksum,udp_payload_size,icmp_type,icmp_code,icmp_checksum,icmp_id,icmp_sequence,modbus_transaction_id,modbus_protocol_id,modbus_length,modbus_unit_id,modbus_function_code,modbus_is_request,modbus_is_response,payload_length,payload_entropy,payload_mean,payload_std,payload_min,payload_max,payload_printable_ratio,payload_null_ratio,packet_size_log,packet_size_sqrt,timestamp_hour,timestamp_minute,timestamp_second,timestamp_microsecond,label,category,file_name
60,1526928016.248997,1,1,0,0,0,4,20,0,41,40285,0,0,128,6,17220,2887508219,2887508218,1,1,0,0,51522,502,1047802255,1152255697,20,0,2048,1763,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,"eth2dump-tcpSYNFloodDDoS15m-0,5h_1.pcap"
64,1527078487.842259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding5m-1h_1.pcap
60,1529546632.015322,1,1,0,0,0,4,20,0,40,22539,0,0,128,6,35148,2887508038,2887508218,1,1,0,0,49179,502,1640953758,2441218885,20,0,65051,57337,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding-5m-12h_1.pcap
60,1526907899.603601,1,1,0,0,0,4,20,0,41,23144,0,0,128,6,34361,2887508219,2887508218,1,1,0,0,54367,502,2190983615,4133312510,20,0,2048,1685,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS5m-1h_1.pcap
66,1535046118.762931,1,1,0,0,1,4,20,0,52,10572,0,0,128,6,47103,2887508038,2887508218,1,1,0,0,49499,502,4032495711,2985007920,20,0,65330,38104,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
66,1529550476.102559,1,1,0,0,1,4,20,0,52,28326,0,0,64,6,45552,2887508218,2887508219,1,1,0,0,502,50810,3212550063,1514648045,20,0,8712,16009,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,6,1,6,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding-1m-12h_1.pcap
85,1535135027.743332,1,1,0,0,1,4,20,0,71,65512,0,0,64,6,8528,2887508218,2887508038,1,1,0,0,502,49499,2993627315,4035832263,20,0,8712,52550,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-15m-6h_1.pcap
60,1536430528.813463,1,1,0,0,0,4,20,0,40,35929,0,0,128,6,21577,2887508219,2887508218,1,1,0,0,58973,502,275283983,2893724627,20,0,2048,44173,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-6h_1.pcap
60,1526983397.623747,1,1,0,0,0,4,20,0,41,19823,0,0,128,6,37682,2887508219,2887508218,1,1,0,0,50320,502,952114718,2594125176,20,0,2048,39457,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,"eth2dump-modbusQueryFlooding15m-0,5h_1.pcap"
66,1529546173.243286,1,1,0,0,1,4,20,0,52,19599,0,0,128,6,38076,2887508038,2887508218,1,1,0,0,49179,502,1640936250,2441173656,20,0,65082,54212,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding-1m-12h_1.pcap
60,1527543629.381402,1,1,0,0,0,4,20,0,41,37027,0,0,128,6,20478,2887508219,2887508218,1,1,0,0,55181,502,455815117,276266809,20,0,2048,54129,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS5m-6h_1.pcap
66,1526995401.694945,1,1,0,0,1,4,20,0,52,12233,0,0,128,6,45442,2887508038,2887508218,1,1,0,0,50040,502,656146191,2781162944,20,0,64865,55474,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,"eth2dump-modbusQuery2Flooding1m-0,5h_1.pcap"
60,1526932420.618203,1,1,0,0,0,4,20,0,40,32717,0,0,128,6,24970,2887508038,2887508218,1,1,0,0,49636,502,3677290123,1599348410,20,0,64927,32024,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,"eth2dump-tcpSYNFloodDDoS1m-0,5h_1.pcap"
60,1535050757.086101,1,1,0,0,0,4,20,0,40,7794,0,0,128,6,49893,2887508038,2887508218,1,1,0,0,49499,502,4032673575,2985467402,20,0,65113,56621,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,"eth2dump-mitm-change-5m-0,5h_1.pcap"
60,1536430511.433692,1,1,0,0,0,4,20,0,41,35827,0,0,128,6,21678,2887508219,2887508218,1,1,0,0,58967,502,4135720125,1793293837,20,0,2048,45343,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-6h_1.pcap
64,1529538122.017984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS-5m-12h_1.pcap
60,1526911528.168647,1,1,0,0,0,4,20,0,41,44417,0,0,128,6,13088,2887508219,2887508218,1,1,0,0,55619,502,2716360463,999066961,20,0,2048,59534,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS1m-1h_1.pcap
66,1536430499.296729,1,1,0,0,1,4,20,0,52,14661,0,0,128,6,43014,2887508038,2887508218,1,1,0,0,49205,502,1776865366,4025701806,20,0,64865,21957,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-6h_1.pcap
60,1529552646.770382,1,1,0,0,0,4,20,0,44,5515,0,0,128,6,51987,2887508219,2887508218,1,1,0,0,49478,502,3852788789,0,24,0,2048,59617,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding-30m-12h_1.pcap
66,1527622345.407469,1,1,0,0,1,4,20,0,52,29047,0,0,128,6,28628,2887508038,2887508218,1,1,0,0,51033,502,1255124316,1059223915,20,0,65113,7377,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS30m-1h_1.pcap
64,1535073422.159808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-30m-1h_1.pcap
66,1529550456.457594,1,1,0,0,1,4,20,0,52,14292,0,0,128,6,43383,2887508038,2887508218,1,1,0,0,49179,502,1641099330,2441594946,20,0,65113,59626,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding-1m-12h_1.pcap
60,1535091745.177577,1,1,0,0,0,4,20,0,40,6748,0,0,64,6,1607,2887508218,2887508219,1,1,0,0,502,51532,755682191,2333921141,20,0,8712,21808,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-1m-6h_1.pcap
85,1527651526.255427,1,1,0,0,1,4,20,0,71,1557,0,0,64,6,6948,2887508218,2887508038,1,1,0,0,502,51484,2432270187,2032234422,20,0,8712,31169,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding30m-1h_1.pcap
66,1527001021.175488,1,1,0,0,1,4,20,0,52,9692,0,0,128,6,47983,2887508038,2887508218,1,1,0,0,50260,502,557229441,402871100,20,0,65206,40507,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding5m-1h_1.pcap
60,1527273601.167065,1,1,0,0,0,4,20,0,40,26152,0,0,64,6,47738,2887508218,2887508219,1,1,0,0,502,51281,3364300438,1345179838,20,0,8712,39245,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding1m-6h_1.pcap
60,1527629613.626342,1,1,0,0,0,4,20,0,41,51370,0,0,128,6,6135,2887508219,2887508218,1,1,0,0,52171,502,902262739,1251258281,20,0,2048,8196,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding30m-1h_1.pcap
60,1527522003.928455,1,1,0,0,0,4,20,0,40,54185,0,0,128,6,3321,2887508219,2887508218,1,1,0,0,52338,502,629450838,4035645222,20,0,2036,61885,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS1m-6h_1.pcap
60,1526896564.082659,1,1,0,0,0,4,20,0,41,22190,0,0,128,6,35315,2887508219,2887508218,1,1,0,0,50456,502,2253556322,1778562105,20,0,2048,38814,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,"eth2dump-pingFloodDDoS5m-0,5h_1.pcap"
60,1527424978.755684,1,1,0,0,0,4,20,0,41,60525,0,0,128,6,62515,2887508219,2887508218,1,1,0,0,60412,502,1852338604,229445873,20,0,2048,41208,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding30m-6h_1.pcap
60,1526985192.035599,1,1,0,0,0,4,20,0,40,18994,0,0,64,6,54896,2887508218,2887508219,1,1,0,0,502,50937,748069410,2829270310,20,0,8712,63020,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,"eth2dump-modbusQueryFlooding5m-0,5h_1.pcap"
60,1527000929.696625,1,1,0,0,0,4,20,0,40,9143,0,0,128,6,48544,2887508038,2887508218,1,1,0,0,50260,502,557226177,402862668,20,0,65268,52437,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding5m-1h_1.pcap
64,1526898874.786266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,"eth2dump-pingFloodDDoS1m-0,5h_1.pcap"
60,1535113353.456464,1,1,0,0,0,4,20,0,40,10516,0,0,128,6,47171,2887508038,2887508218,1,1,0,0,49499,502,4035023775,2991538752,20,0,65144,23520,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-5m-6h_1.pcap
60,1526896666.971291,1,1,0,0,0,4,20,0,40,4741,0,0,64,6,19998,2887508218,2887508219,1,1,0,0,502,50491,311972481,0,20,0,0,26984,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,"eth2dump-pingFloodDDoS5m-0,5h_1.pcap"
60,1529542322.169945,1,1,0,0,0,4,20,0,41,16279,0,0,128,6,41226,2887508219,2887508218,1,1,0,0,49830,502,3621093430,2192340769,20,0,2048,30247,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS-5m-12h_1.pcap
66,1536430589.837656,1,1,0,0,1,4,20,0,52,15245,0,0,128,6,42430,2887508038,2887508218,1,1,0,0,49205,502,1776868846,4025710796,20,0,65361,8991,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-6h_1.pcap
60,1529550893.35444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding-5m-12h_1.pcap
60,1535060806.914717,1,1,0,0,0,4,20,0,41,12840,0,0,128,6,44665,2887508219,2887508218,1,1,0,0,57609,502,175649941,1024662192,20,0,2048,62925,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,"eth2dump-mitm-change-15m-0,5h_1.pcap"
60,1535134949.104304,1,1,0,0,0,4,20,0,40,1405,0,0,128,6,56101,2887508219,2887508218,1,1,0,0,53088,502,3374217746,1958717779,20,0,2036,23320,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-15m-6h_1.pcap
60,1535046186.511804,1,1,0,0,0,4,20,0,40,11008,0,0,128,6,46679,2887508038,2887508218,1,1,0,0,49499,502,4032498315,2985014647,20,0,65299,29100,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
85,1535046075.963894,1,1,0,0,1,4,20,0,71,65258,0,0,64,6,8782,2887508218,2887508038,1,1,0,0,502,49499,2985003673,4032494079,20,0,8712,21471,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
60,1527618578.702007,1,1,0,0,0,4,20,0,40,7902,0,0,128,6,49785,2887508038,2887508218,1,1,0,0,51033,502,1254998832,1058899748,20,0,65051,64176,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS30m-1h_1.pcap
66,1526997318.293031,1,1,0,0,1,4,20,0,52,23476,0,0,128,6,34199,2887508038,2887508218,1,1,0,0,50054,502,3385550003,431370475,20,0,64896,22806,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding15m-1h_1.pcap
60,1526916892.98772,1,1,0,0,0,4,20,0,40,26571,0,0,64,6,47319,2887508218,2887508219,1,1,0,0,502,57464,206517115,3700722067,20,0,8712,60221,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS15m-1h_1.pcap
66,1536440129.203736,1,1,0,0,1,4,20,0,52,9432,0,0,128,6,48243,2887508038,2887508218,1,1,0,0,49205,502,1777223326,4026626536,20,0,65330,49502,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-1h_1.pcap
64,1526991671.838335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,"eth2dump-modbusQuery2Flooding15m-0,5h_1.pcap"
60,1536430462.162278,1,1,0,0,0,4,20,0,44,35536,0,0,128,6,21966,2887508219,2887508218,1,1,0,0,58950,502,2904128693,0,24,0,2048,25581,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,eth2dump-clean-6h_1.pcap
60,1535062563.148425,1,1,0,0,0,4,20,0,41,7513,0,0,128,6,49992,2887508219,2887508218,1,1,0,0,49595,502,3739474443,3568479788,20,0,2048,36381,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-1m-1h_1.pcap
60,1529542017.886469,1,1,0,0,0,4,20,0,41,14497,0,0,128,6,43008,2887508219,2887508218,1,1,0,0,49725,502,308502959,3729644450,20,0,2048,39783,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS-1m-12h_1.pcap
60,1527586888.300584,1,1,0,0,0,4,20,0,40,1137,0,0,64,6,23602,2887508218,2887508219,1,1,0,0,502,59016,1702380467,0,20,0,0,1033,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS30m-6h_1.pcap
60,1526993528.74545,1,1,0,0,0,4,20,0,40,13391,0,0,128,6,44115,2887508219,2887508218,1,1,0,0,53799,502,806521300,1668353140,20,0,2036,36808,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,"eth2dump-modbusQuery2Flooding5m-0,5h_1.pcap"
60,1526907705.478962,1,1,0,0,0,4,20,0,41,21998,0,0,128,6,35507,2887508219,2887508218,1,1,0,0,54300,502,1632592474,2375929184,20,0,2048,39139,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS5m-1h_1.pcap
60,1535046160.515027,1,1,0,0,0,4,20,0,40,228,0,0,64,6,8127,2887508218,2887508219,1,1,0,0,502,52554,2752681399,3360883190,20,0,8707,41039,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
85,1526932536.786851,1,1,0,0,1,4,20,0,71,2393,0,0,64,6,6112,2887508218,2887508038,1,1,0,0,502,49636,1599358981,3677294227,20,0,8712,59673,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,"eth2dump-tcpSYNFloodDDoS1m-0,5h_1.pcap"
60,1527360346.730534,1,1,0,0,0,4,20,0,41,11782,0,0,128,6,45723,2887508219,2887508218,1,1,0,0,52721,502,280975545,1610726214,20,0,2048,14582,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding1m-6h_1.pcap
85,1535134985.262699,1,1,0,0,1,4,20,0,71,65259,0,0,64,6,8781,2887508218,2887508038,1,1,0,0,502,49499,2993623099,4035830631,20,0,8712,58398,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-15m-6h_1.pcap
60,1529542279.003009,1,1,0,0,0,4,20,0,40,29283,0,0,128,6,28404,2887508038,2887508218,1,1,0,0,49179,502,1640799066,2440819264,20,0,65113,21773,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,tcpSYNFloodDDoS,eth2dump-tcpSYNFloodDDoS-5m-12h_1.pcap
85,1529550770.256785,1,1,0,0,1,4,20,0,71,29605,0,0,64,6,44435,2887508218,2887508038,1,1,0,0,502,49179,2441611128,1641105606,20,0,8712,14439,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding-5m-12h_1.pcap
66,1529547171.391395,1,1,0,0,1,4,20,0,52,25990,0,0,128,6,31685,2887508038,2887508218,1,1,0,0,49179,502,1640974122,2441271492,20,0,64927,49729,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,modbusQueryFlooding,eth2dump-modbusQueryFlooding-15m-12h_1.pcap
66,1527001046.368954,1,1,0,0,1,4,20,0,52,9841,0,0,128,6,47834,2887508038,2887508218,1,1,0,0,50260,502,557230329,402873394,20,0,65144,37387,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,modbusQuery2Flooding,eth2dump-modbusQuery2Flooding5m-1h_1.pcap
60,1535073496.543272,1,1,0,0,0,4,20,0,40,6200,0,0,128,6,51306,2887508219,2887508218,1,1,0,0,53369,502,2212684875,1095210271,20,0,2048,31906,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-30m-1h_1.pcap
85,1527618642.720336,1,1,0,0,1,4,20,0,71,20904,0,0,64,6,53136,2887508218,2887508038,1,1,0,0,502,51033,1058905421,1255001040,20,0,8712,33208,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,4,pingFloodDDoS,eth2dump-pingFloodDDoS30m-1h_1.pcap
60,1535050733.645759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,"eth2dump-mitm-change-5m-0,5h_1.pcap"
66,1535069897.67343,1,1,0,0,1,4,20,0,52,9843,0,0,64,6,64035,2887508218,2887508219,1,1,0,0,502,52126,1544090823,2429370956,20,0,8712,32987,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,6,1,6,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mitm,eth2dump-mitm-change-15m-1h_1.pcap
85,1535046109.415036,1,1,0,0,1,4,20,0,71,65458,0,0,64,6,8582,2887508218,2887508038,1,1,0,0,502,49499,2985006990,4032495363,20,0,8712,16870,0,0,0,0,1,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,25,1,3,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clean,"eth2dump-clean-0,5h_1.pcap"
